id,member_of_parliament_id,name,number,location,hectares,latitude,longitude,connectivity_url,statcan_url,detail_url
480,70,CLEARWATER RIVER DENE BAND 223,6602,24 KM NW/NO OF/DE BUFFALO NARROWS,869.7,56.0624255,-108.7103671,,http://www12.statcan.ca/census-recensement/2006/dp-pd/prof/92-591/details/Page.cfm?Lang=E&Geo1=CSD&Code1=4718829&Geo2=PR&Code2=47&Data=Count&SearchText=Saskatchewan&SearchType=Begins&SearchPR=47&B1=All&Custom=,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=06602&lang=eng
534,70,CREE LAKE 192G,9194,WEST SHORE OF CREE LAKE,1607.4,57.38481468,-107.0643317,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09194&lang=eng
549,70,CUMBERLAND HOUSE CREE NATION 20,6495,60 MI S.W. OF FLIN FLON ON S SHORE OF CUMBERLAND LAKE TWP 57 RANGE 2 W2M,1622.8,53.943,-102.254,http://www.aboriginalcanada.gc.ca//abdt/apps/connectivitysurvey.nsf/vAllCProfile_en/647.html,http://www12.statcan.ca/census-recensement/2006/dp-pd/prof/92-591/details/Page.cfm?Lang=E&Geo1=CSD&Code1=4718801&Geo2=PR&Code2=47&Data=Count&SearchText=Saskatchewan&SearchType=Begins&SearchPR=47&B1=All&Custom=,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=06495&lang=eng
586,70,DIPPER RAPIDS 192C,6597,,831.3,55.91974576,-107.3800091,,http://www12.statcan.ca/census-recensement/2006/dp-pd/prof/92-591/details/Page.cfm?Lang=E&Geo1=CSD&Code1=4718816&Geo2=PR&Code2=47&Data=Count&SearchText=Saskatchewan&SearchType=Begins&SearchPR=47&B1=All&Custom=,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=06597&lang=eng
624,70,EAGLES LAKE 165C,6615,"ALL THAT PORTION OF TWP 59, RGE 14 W3M",3449.6,54.11734647,-108.0033509,,http://www12.statcan.ca/census-recensement/2006/dp-pd/prof/92-591/details/Page.cfm?Lang=E&Geo1=CSD&Code1=4717816&Geo2=PR&Code2=47&Data=Count&SearchText=Saskatchewan&SearchType=Begins&SearchPR=47&B1=All&Custom=,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=06615&lang=eng
638,70,ELAK DASE 192A,6595,27 MI S.E. OF PINE R ON CHURCHILL R AND KNEE LAKE            TWP 79 RANGE 5 W3M,1390.5,55.87408108,-106.7544782,,http://www12.statcan.ca/census-recensement/2006/dp-pd/prof/92-591/details/Page.cfm?Lang=E&Geo1=CSD&Code1=4718843&Geo2=PR&Code2=47&Data=Count&SearchText=Saskatchewan&SearchType=Begins&SearchPR=47&B1=All&Custom=,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=06595&lang=eng
642,70,ENGLISH RIVER 192H,9385,AN ISLAND IN PORTER LAKE SASKATCHEWAN,42.9,56.33471625,-107.3358186,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09385&lang=eng
645,70,ENGLISH RIVER FN BARKWELL BAY NO. 192I,9916,,2344,57.60306647,-106.0734595,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09916&lang=eng
646,70,ENGLISH RIVER FN CABLE BAY CREE LAKE NO. 192M,9915,,538.3,57.36033777,-107.1450264,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09915&lang=eng
647,70,ENGLISH RIVER FN FLATSTONE LAKE NO. 192L,9930,,230.5,56.24029885,-107.7110622,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09930&lang=eng
648,70,ENGLISH RIVER FN HAULTAIN LAKE NO. 192K,9917,,201.2,56.82093752,-106.2930159,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09917&lang=eng
688,70,FLYING DUST FIRST NATION 105,6584,NW/NO OF/DE MEADOW LAKE,3757,54.157,-108.402,http://www.aboriginalcanada.gc.ca//abdt/apps/connectivitysurvey.nsf/vAllCProfile_en/735.html,http://www12.statcan.ca/census-recensement/2006/dp-pd/prof/92-591/details/Page.cfm?Lang=E&Geo1=CSD&Code1=4717805&Geo2=PR&Code2=47&Data=Count&SearchText=Saskatchewan&SearchType=Begins&SearchPR=47&B1=All&Custom=,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=06584&lang=eng
689,70,FLYING DUST FIRST NATION 105D,9618,,2477.1,54.15018014,-108.2144471,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09618&lang=eng
690,70,FLYING DUST FIRST NATION 105E,9512,FIRSTLY SEC 7 TWP 60 RGE 17 W3M SECONDLY NE1/4 SEC 1 TWP 60 RGE 18 W3M THIRDLY NE1/4 SE1/4 SEC 12 TWP 60 RGE 18,437,54.17087617,-108.5480129,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09512&lang=eng
691,70,FLYING DUST FIRST NATION 105F,9511,,1300.1,54.05486599,-108.0963121,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09511&lang=eng
693,70,FOND DU LAC 227,6501,EAST END/L'EXTREMITE EST OF/DE LAKE/LAC ATHABASKA,15520,59.362,-106.979,http://www.aboriginalcanada.gc.ca//abdt/apps/connectivitysurvey.nsf/vAllCProfile_en/653.html,http://www12.statcan.ca/census-recensement/2006/dp-pd/prof/92-591/details/Page.cfm?Lang=E&Geo1=CSD&Code1=4718824&Geo2=PR&Code2=47&Data=Count&SearchText=Saskatchewan&SearchType=Begins&SearchPR=47&B1=All&Custom=,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=06501&lang=eng
694,70,FOND DU LAC 228,6502,,1082.5,59.30022487,-107.2061955,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=06502&lang=eng
695,70,FOND DU LAC 229,6503,,7821.1,59.43645025,-107.6963578,,http://www12.statcan.ca/census-recensement/2006/dp-pd/prof/92-591/details/Page.cfm?Lang=E&Geo1=CSD&Code1=4718833&Geo2=PR&Code2=47&Data=Count&SearchText=Saskatchewan&SearchType=Begins&SearchPR=47&B1=All&Custom=,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=06503&lang=eng
696,70,FOND DU LAC 231,178,,2023.5,59.12224632,-107.9027689,,http://www12.statcan.ca/census-recensement/2006/dp-pd/prof/92-591/details/Page.cfm?Lang=E&Geo1=CSD&Code1=4718847&Geo2=PR&Code2=47&Data=Count&SearchText=Saskatchewan&SearchType=Begins&SearchPR=47&B1=All&Custom=,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=00178&lang=eng
697,70,FOND DU LAC 232,180,,2023.5,59.14089508,-107.4111156,,http://www12.statcan.ca/census-recensement/2006/dp-pd/prof/92-591/details/Page.cfm?Lang=E&Geo1=CSD&Code1=4718846&Geo2=PR&Code2=47&Data=Count&SearchText=Saskatchewan&SearchType=Begins&SearchPR=47&B1=All&Custom=,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=00180&lang=eng
698,70,FOND DU LAC 233,179,,8341.5,59.27648508,-107.275264,,http://www12.statcan.ca/census-recensement/2006/dp-pd/prof/92-591/details/Page.cfm?Lang=E&Geo1=CSD&Code1=4718848&Geo2=PR&Code2=47&Data=Count&SearchText=Saskatchewan&SearchType=Begins&SearchPR=47&B1=All&Custom=,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=00179&lang=eng
740,70,FOUR PORTAGES 157C,6506,23 MI N.E. OF LA RONGE & 14 MI S.E. OF STANLEY ON N SHORE    LAC LA RONGE,0.2,55.28413848,-104.7813774,,http://www12.statcan.ca/census-recensement/2006/dp-pd/prof/92-591/details/Page.cfm?Lang=E&Geo1=CSD&Code1=4718813&Geo2=PR&Code2=47&Data=Count&SearchText=Saskatchewan&SearchType=Begins&SearchPR=47&B1=All&Custom=,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=06506&lang=eng
745,70,FOX POINT 157D,6507,17 MI S.E. OF LA RONGE ON S SHORE LAC LA RONGE,56.7,54.98661654,-104.8970735,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=06507&lang=eng
746,70,FOX POINT 157E,6508,"18 MI S.E. OF LA RONGE, ISLAND NEAR S. SHORE OF LAC LA       RONGE",4.2,54.97924342,-104.8689981,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=06508&lang=eng
789,70,GLADUE LAKE 105B,9041,PROJECTED TWP 63 RGE 15 W3M IN THE JARVIS LAKE AREA,97.8,54.45172372,-108.2445864,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09041&lang=eng
809,70,GRANDMOTHER'S BAY 219,6509,77 KM NE/NE OF/DE LAC LA RONGE,4488.9,55.61179987,-104.5984736,,http://www12.statcan.ca/census-recensement/2006/dp-pd/prof/92-591/details/Page.cfm?Lang=E&Geo1=CSD&Code1=4718831&Geo2=PR&Code2=47&Data=Count&SearchText=Saskatchewan&SearchType=Begins&SearchPR=47&B1=All&Custom=,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=06509&lang=eng
924,70,ILE A LA CROSSE 192E,6599,"5 MI E OF ILE A LA CROSSE, ON E SHORE OF LAC ILE A LA        CROSSE TWP 74 RANGE 12 W3M",6,55.45593824,-107.7738652,,http://www12.statcan.ca/census-recensement/2006/dp-pd/prof/92-591/details/Page.cfm?Lang=E&Geo1=CSD&Code1=4718805&Geo2=PR&Code2=47&Data=Count&SearchText=Saskatchewan&SearchType=Begins&SearchPR=47&B1=All&Custom=,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=06599&lang=eng
1094,70,KIMOSOM PWATINAHK 203,9160,SOUTH SHORE IN THE NORTHERLY PART OF DESCHAMBAULT LAKE,766.3,54.90737689,-103.3536172,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09160&lang=eng
1107,70,KINOOSAO-THOMAS CLARK 204,9394,EAST SIDE OF REINDEER LAKE,380.5,57.08951544,-102.0277867,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09394&lang=eng
1110,70,KIPAHIGAN SAKAHIKAN 222,9489,NEAR KIPAHIGAN LAKE,2123.7,55.495487,-102.1792476,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09489&lang=eng
1133,70,KITSAKIE 156B,6510,211 KM N/N OF/DE PRINCE ALBERT,74,55.09555465,-105.3152783,,http://www12.statcan.ca/census-recensement/2006/dp-pd/prof/92-591/details/Page.cfm?Lang=E&Geo1=CSD&Code1=4718812&Geo2=PR&Code2=47&Data=Count&SearchText=Saskatchewan&SearchType=Begins&SearchPR=47&B1=All&Custom=,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=06510&lang=eng
1169,70,KNEE LAKE 192B,6596,"17 MI S.E. OF PINE RIVER, ON CHURCHILL RIVER AND ON N        SHORE OF KNEE LAKE TWP 79 RANGE 7 W3M",487.2,55.86639427,-107.0353556,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=06596&lang=eng
1238,70,LA LOCHE INDIAN SETTLEMENT,6624,,0,,,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=06624&lang=eng
1239,70,LA PLONGE 192,6594,19 KM S/S OF/DE ILE A LA CROSSE,9487.2,55.19053735,-107.5855494,,http://www12.statcan.ca/census-recensement/2006/dp-pd/prof/92-591/details/Page.cfm?Lang=E&Geo1=CSD&Code1=4718807&Geo2=PR&Code2=47&Data=Count&SearchText=Saskatchewan&SearchType=Begins&SearchPR=47&B1=All&Custom=,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=06594&lang=eng
1244,70,LAC LA HACHE 220,6504,354 KM N/N OF/DE FLIN FLON,11020,58.195,-103.003,http://www.aboriginalcanada.gc.ca//abdt/apps/connectivitysurvey.nsf/vAllCProfile_en/656.html,http://www12.statcan.ca/census-recensement/2006/dp-pd/prof/92-591/details/Page.cfm?Lang=E&Geo1=CSD&Code1=4718832&Geo2=PR&Code2=47&Data=Count&SearchText=Saskatchewan&SearchType=Begins&SearchPR=47&B1=All&Custom=,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=06504&lang=eng
1246,70,LAC LA RONGE 156,6511,10 KM SW/SO OF/DE LAC LA RONGE,605.4,55.06944608,-105.3099683,,http://www12.statcan.ca/census-recensement/2006/dp-pd/prof/92-591/details/Page.cfm?Lang=E&Geo1=CSD&Code1=4718809&Geo2=PR&Code2=47&Data=Count&SearchText=Saskatchewan&SearchType=Begins&SearchPR=47&B1=All&Custom=,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=06511&lang=eng
1312,70,LITTLE HILLS 158,6512,,517.2,55.05056123,-105.4241725,,http://www12.statcan.ca/census-recensement/2006/dp-pd/prof/92-591/details/Page.cfm?Lang=E&Geo1=CSD&Code1=4718844&Geo2=PR&Code2=47&Data=Count&SearchText=Saskatchewan&SearchType=Begins&SearchPR=47&B1=All&Custom=,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=06512&lang=eng
1313,70,LITTLE HILLS 158A,6513,6 MI S.W. OF LA RONGE ON N BANK OF LITTLE HILLS RIVER,38.3,55.04441236,-105.4559732,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=06513&lang=eng
1314,70,LITTLE HILLS 158B,6514,8 MI S.W. OF LA RONGE ON S.E. SHORE OF BIGSTONE LAKE,131.2,55.02366041,-105.423292,,http://www12.statcan.ca/census-recensement/2006/dp-pd/prof/92-591/details/Page.cfm?Lang=E&Geo1=CSD&Code1=4718849&Geo2=PR&Code2=47&Data=Count&SearchText=Saskatchewan&SearchType=Begins&SearchPR=47&B1=All&Custom=,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=06514&lang=eng
1316,70,LITTLE RED RIVER 106C,6515,34 KM N/N OF/DE PRINCE ALBERT,12939.3,53.48583961,-105.9274369,,http://www12.statcan.ca/census-recensement/2006/dp-pd/prof/92-591/details/Page.cfm?Lang=E&Geo1=CSD&Code1=4715851&Geo2=PR&Code2=47&Data=Count&SearchText=Saskatchewan&SearchType=Begins&SearchPR=47&B1=All&Custom=,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=06515&lang=eng
1317,70,LITTLE RED RIVER 106D,6516,25 MI N OF PRINCE ALBERT TWP 53 RANGE 1 W3M,2590,53.55842673,-106.0567854,,http://www12.statcan.ca/census-recensement/2006/dp-pd/prof/92-591/details/Page.cfm?Lang=E&Geo1=CSD&Code1=4716857&Geo2=PR&Code2=47&Data=Count&SearchText=Saskatchewan&SearchType=Begins&SearchPR=47&B1=All&Custom=,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=06516&lang=eng
1391,70,MAKWA LAKE 129,6586,151 KM NW/NO OF/DE NORTH BATTLEFORD,1836,54.003,-109.317,http://www.aboriginalcanada.gc.ca//abdt/apps/connectivitysurvey.nsf/vAllCProfile_en/737.html,http://www12.statcan.ca/census-recensement/2006/dp-pd/prof/92-591/details/Page.cfm?Lang=E&Geo1=CSD&Code1=4717808&Geo2=PR&Code2=47&Data=Count&SearchText=Saskatchewan&SearchType=Begins&SearchPR=47&B1=All&Custom=,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=06586&lang=eng
1392,70,MAKWA LAKE 129A,6587,"95 MI N OF NORTH BATTLEFORD, 4 MI E OF TOWN OF LOON LAKE     TWP 58 RANGE 21 W3M",258.2,54.0351074,-109.079421,,http://www12.statcan.ca/census-recensement/2006/dp-pd/prof/92-591/details/Page.cfm?Lang=E&Geo1=CSD&Code1=4717814&Geo2=PR&Code2=47&Data=Count&SearchText=Saskatchewan&SearchType=Begins&SearchPR=47&B1=All&Custom=,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=06587&lang=eng
1393,70,MAKWA LAKE 129B,6588,"95 MI N.W. OF NORTH BATTLEFORD, 4 MI W OF TOWN OF LOON LAKE  TWP 58 RANGE 21 W3M",3596.5,54.04651765,-109.2180574,,http://www12.statcan.ca/census-recensement/2006/dp-pd/prof/92-591/details/Page.cfm?Lang=E&Geo1=CSD&Code1=4717807&Geo2=PR&Code2=47&Data=Count&SearchText=Saskatchewan&SearchType=Begins&SearchPR=47&B1=All&Custom=,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=06588&lang=eng
1394,70,MAKWA LAKE 129C,6589,"95 MI N.W. OF NORTH BATTLEFORD, 3 MI E OF TOWN OF LOON LAKE  TWP 58 RANGE 21 W3M",191,54.04823116,-109.0978089,,http://www12.statcan.ca/census-recensement/2006/dp-pd/prof/92-591/details/Page.cfm?Lang=E&Geo1=CSD&Code1=4717815&Geo2=PR&Code2=47&Data=Count&SearchText=Saskatchewan&SearchType=Begins&SearchPR=47&B1=All&Custom=,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=06589&lang=eng
1402,70,MANAWANSTAWAYAK 230,9533,,116.1,55.35253225,-103.3752324,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09533&lang=eng
1415,70,MASKIKOPAWISCIKOSIK 229,9639,,180.5,55.21235998,-103.046867,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09639&lang=eng
1435,70,MCKAY 209,9730,,1361.3,54.73721265,-105.6117865,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09730&lang=eng
1444,70,MEADOW LAKE 105A,6585,7 MILES SW OF MEADOW LAKE TWP 58 RGE 17 W3M,257.3,54.04241545,-108.5220981,,http://www12.statcan.ca/census-recensement/2006/dp-pd/prof/92-591/details/Page.cfm?Lang=E&Geo1=CSD&Code1=4717819&Geo2=PR&Code2=47&Data=Count&SearchText=Saskatchewan&SearchType=Begins&SearchPR=47&B1=All&Custom=,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=06585&lang=eng
1445,70,MEADOW LAKE 105C,9033,LOTS 12 13 & 14 BLOCK 14 NE 1/4 SEC 26 TWP 59 RGE 17 W3M,0.2,54.12943675,-108.4321291,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09033&lang=eng
1466,70,MINISTIKWAN 161,6590,161 KM NW/NO OF/DE NORTH BATTLEFORD,8349.3,54.048,-109.619,http://www.aboriginalcanada.gc.ca//abdt/apps/connectivitysurvey.nsf/vAllCProfile_en/741.html,http://www12.statcan.ca/census-recensement/2006/dp-pd/prof/92-591/details/Page.cfm?Lang=E&Geo1=CSD&Code1=4717809&Geo2=PR&Code2=47&Data=Count&SearchText=Saskatchewan&SearchType=Begins&SearchPR=47&B1=All&Custom=,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=06590&lang=eng
1467,70,MINISTIKWAN 161A,6591,177 KM NW/NO OF/DE NORTH BATTLEFORD,2771.3,54.15099389,-109.7637514,,http://www12.statcan.ca/census-recensement/2006/dp-pd/prof/92-591/details/Page.cfm?Lang=E&Geo1=CSD&Code1=4717810&Geo2=PR&Code2=47&Data=Count&SearchText=Saskatchewan&SearchType=Begins&SearchPR=47&B1=All&Custom=,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=06591&lang=eng
1469,70,MIROND LAKE 184E,6527,48 MI N.W. OF FLIN FLON ON N.E. SHORE OF MIROND LAKE,601.8,55.19474958,-102.8106732,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=06527&lang=eng
1479,70,MISTAHI WASAHK 209,9327,ADJACENT TO AND EAST OF SOUTHEND IR #200,6333.4,56.37537821,-103.0352835,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09327&lang=eng
1480,70,MISTAWASIS 103,6558,68 KM W/O OF/DE PRINCE ALBERT,12544.3,53.157,-106.795,http://www.aboriginalcanada.gc.ca//abdt/apps/connectivitysurvey.nsf/vAllCProfile_en/710.html,http://www12.statcan.ca/census-recensement/2006/dp-pd/prof/92-591/details/Page.cfm?Lang=E&Geo1=CSD&Code1=4716855&Geo2=PR&Code2=47&Data=Count&SearchText=Saskatchewan&SearchType=Begins&SearchPR=47&B1=All&Custom=,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=06558&lang=eng
1482,70,MISTAWASIS 103B,9729,,136.1,53.19214592,-106.7167641,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09729&lang=eng
1484,70,MISTAWASIS NO. 103D,9804,,1948.1,53.1986151,-106.9060806,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09804&lang=eng
1486,70,MISTIK,9065,,1639.9,54.86500819,-103.3764579,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09065&lang=eng
1491,70,MONTREAL LAKE 106,6523,93 KM N/N OF/DE PRINCE ALBERT,5957.1,54.057,-105.811,http://www.aboriginalcanada.gc.ca//abdt/apps/connectivitysurvey.nsf/vAllCProfile_en/675.html,http://www12.statcan.ca/census-recensement/2006/dp-pd/prof/92-591/details/Page.cfm?Lang=E&Geo1=CSD&Code1=4718802&Geo2=PR&Code2=47&Data=Count&SearchText=Saskatchewan&SearchType=Begins&SearchPR=47&B1=All&Custom=,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=06523&lang=eng
1492,70,MONTREAL LAKE 106B,6524,39 KM N/N OF/DE PRINCE ALBERT,2331.7,53.53162466,-106.0038938,,http://www12.statcan.ca/census-recensement/2006/dp-pd/prof/92-591/details/Page.cfm?Lang=E&Geo1=CSD&Code1=4715853&Geo2=PR&Code2=47&Data=Count&SearchText=Saskatchewan&SearchType=Begins&SearchPR=47&B1=All&Custom=,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=06524&lang=eng
1509,70,MOOSOMIN 112E,6478,"SE 1/4 SEC 1, TWP 53, RGE 15 & NE 1/4 SEC 36 TWP 52 RGE 15   ALL W3M",129.5,53.54075503,-108.0766733,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=06478&lang=eng
1510,70,MOOSOMIN 112F,6479,"SECS 14,15,22,23,26,27 TWP 53, RANGE 15 W3M",582,53.58965128,-108.1187364,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=06479&lang=eng
1513,70,MOOSOMIN 112J,9439,23 KM SOUTHWEST OF SPIRITWOOD,199,53.21389921,-107.7454649,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09439&lang=eng
1523,70,MORIN LAKE 217,6517,24 KM E/E OF/DE LAC LA RONGE,14146.1,55.10939147,-105.7907106,,http://www12.statcan.ca/census-recensement/2006/dp-pd/prof/92-591/details/Page.cfm?Lang=E&Geo1=CSD&Code1=4718808&Geo2=PR&Code2=47&Data=Count&SearchText=Saskatchewan&SearchType=Begins&SearchPR=47&B1=All&Custom=,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=06517&lang=eng
1557,70,MUSKEG RIVER 20C,6496,"TWP 58, RANGE 5, W2M",95.1,54.06543592,-102.6531438,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=06496&lang=eng
1629,70,MUSKWAMINIWATIM 225,9483,NEAR BALLANTYNE BAY ON DESCHAMBAULT LAKE,2606.3,54.67466804,-103.7194909,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09483&lang=eng
1643,70,NAKISKATOWANEEK 227,9484,NEAR PELICAN JUNCTION,257.5,54.83220724,-102.7792065,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09484&lang=eng
1686,70,NEMEKUS SAKAHIKAN 221,9487,NEAR TOCHER LAKE,92.9,55.35252481,-102.2839788,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09487&lang=eng
2015,70,OLD FORT 157B,6518,,5.4,55.28145955,-104.6058566,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=06518&lang=eng
2035,70,ONIKAHP SAHGHIKANSIS 165E,9522,,1503,55.16557232,-108.0573946,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09522&lang=eng
2054,70,OPASKWAYAK CREE NATION 27A,6419,57 MILES NORTH OF TOWN OF HUDSON BAY SASK ON SOUTH SHORE OF CARROT RIVER,1295.9,53.816,-101.252,http://www.aboriginalcanada.gc.ca//abdt/apps/connectivitysurvey.nsf/vAllCProfile_en/571.html,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=06419&lang=eng
2144,70,PELICAN LAKE 191-A,9209,66 KM SE OF MEADOW LAKE(CITY) 107 KM NW OF SHELLBROOK,2828.2,53.65458396,-107.857063,,,http://pse5-esd5.ainc-inac.gc.ca/fnp/Main/Search/RVDetail.aspx?RESERVE_NUMBER=09209&lang=eng
